# VGN-Haltestellen (ZHV/DELFI, gefiltert auf VGN-Bounding-Box)
# Offizielle Quelle zum Aktualisieren: https://www.vgn.de/opendata/GTFS.zip
# Lizenz: CC BY 3.0 DE — VGN – Verkehrsverbund Großraum Nürnberg GmbH
id	name
de:09373:17156	Abzw. Rittershof
de:09371:18791	Abzw. Ritzenfeld
de:09375:404	Abzw. Ritzhof
de:09376:607	Abzw. Roding
de:09373:17987	Abzw. Ronsolden
de:09474:9156	Abzw. Rothenbühl
de:09474:9321	Abzw. Rothenhof (b.Egloffst.)
de:09571:13851	Abzw. Rothof
de:09371:18264	Abzw. Rothsricht
de:09672:27427	Abzw. Rottershausen Waldsdlg.
de:09373:17257	Abzw. Roßthal
de:09571:13644	Abzw. Ruffenhofen
de:09373:17646	Abzw. Ruppertslohe
de:09571:13327	Abzw. Rutzendorf
de:09572:6544	Abzw. Röhrach
de:09571:13718	Abzw. Rühlingstetten
de:09371:18182	Abzw. Sackdilling
de:09371:18179	Abzw. Sand
de:09375:36	Abzw. Sandheim
de:09373:17991	Abzw. Sankt Wolfgang b.Velburg
de:09474:9383	Abzw. Sattelmannsburg
de:09371:18312	Abzw. Schafhof (Ebermannsdorf)
de:09373:17998	Abzw. Schallermühle (Velburg)
de:09472:23239	Abzw. Schanz (b. Eckersdorf)
de:09576:8621	Abzw. Schattenhof
de:09575:14037	Abzw. Schellert
de:09375:611	Abzw. Schirndorf
de:09572:6683	Abzw. Schirnsdorf
de:09474:9887	Abzw. Schlaifhausen
de:09474:9429	Abzw. Schlichenreuth
de:09678:25690	Abzw. Schloß Craheim
de:09471:21242	Abzw. Schlüsselau
de:09571:12835	Abzw. Schmalenbach
de:09571:13277	Abzw. Schmalzmühle
de:09472:23607	Abzw. Schmetterslohe
de:09572:6885	Abzw. Schmiedelberg
de:09373:17904	Abzw. Schneemühle (b. Pilsach)
de:09575:14814	Abzw. Schnodsenbach
de:09472:23737	Abzw. Schressendorf
de:09574:7417	Abzw. Schupf
de:09571:12322	Abzw. Schwaighausen (b.Dentl.)
de:09361:19971	Abzw. Schäflohe
de:09371:19345	Abzw. Schöfelhof
de:09576:8389	Abzw. Schönbrunn (b. Allersbg)
de:09573:5091	Abzw. Seckendorf
de:09373:17688	Abzw. Seibertshofen
de:09571:12673	Abzw. Seitendorf
